owner_org,???? Dataset ID,title,????????????? Domain,????????????????? Sub_Domain,???????????????? Data_Entity,???????????????? Related Hazards,???? Sectors,???????????? Temporal Dimension,???????? Time Period,????? Unit,??????????????????? Temporal Resolution,geo_coverage,?????????????????????? Spatial Resolution,data_format,accessible_condition,url,???????? Limitations / Gaps,???????? Remarks,data_source,???????????????? Source_Type,??????????????? Access_Level (2),???????? Remarks (2),data_type,maintainer,maintainer_email,tag_string,notes,objective,update_frequency_unit,update_frequency_interval,data_category,license_id,created_date,last_updated_date,data_support,data_collect,data_language,high_value_dataset,reference_data
TMD,TMD_6_5,TX90p - ????????????????????????????? (Warm Days),Forward-looking,Climate Driver,CLIMATE_DRIVER,Heat (?????????????),Cross-cutting (????????),Historical,-,% of days,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,???????????????????? (Frequency): ?????????????????? Tmax > ???????????????? 90 - ?????????????? Heat Frequency Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_6,TN90p - ????????????????????????????? (Warm Nights),Forward-looking,Climate Driver,CLIMATE_DRIVER,Heat (?????????????),Cross-cutting (????????),Historical,-,% of days,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,???????????????????? (Frequency): ?????????????????? Tmin > ???????????????? 90 - ?????????????? Heat Frequency Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_7,"SU35 - ?????????? (Summer Days, Tmax > 35°C)",Forward-looking,Climate Driver,CLIMATE_DRIVER,Heat (?????????????),Cross-cutting (????????),Historical,-,days,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,???????????????????? (Frequency): ?????????????????? Tmax > 35°C - ?????????????? Heat Frequency Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_8,"TR20 - ?????????? (Tropical Nights, Tmin > 20°C)",Forward-looking,Climate Driver,CLIMATE_DRIVER,Heat (?????????????),Cross-cutting (????????),Historical,-,days,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,???????????????????? (Frequency): ?????????????????? Tmin > 20°C - ?????????????? Heat Frequency Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_9,Rx1day - ???????????????? 1 ??? (Max 1-day Precipitation),Forward-looking,Climate Driver,CLIMATE_DRIVER,Flood (???????),Cross-cutting (????????),Historical,-,mm,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,?????????????? (Intensity): ??????????????????? 1 ??? - ?????????????? Flood Intensity Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_10,Rx5day - ???????????????? 5 ??? (Max 5-day Precipitation),Forward-looking,Climate Driver,CLIMATE_DRIVER,Flood (???????),Cross-cutting (????????),Historical,-,mm,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,?????????????? (Intensity): ??????????????????? 5 ??? - ?????????????? Flood Intensity Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_11,SDII - ???????????????????????? (Simple Daily Intensity Index),Forward-looking,Climate Driver,CLIMATE_DRIVER,Flood (???????),Cross-cutting (????????),Historical,-,mm/day,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,?????????????? (Intensity): ???????????????? ??????????????????? (?? ? 1 mm) - ?????????????? Flood Intensity Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_12,R95p - ??????????????????????? (Annual contribution from very wet days),Forward-looking,Climate Driver,CLIMATE_DRIVER,Flood (???????),Cross-cutting (????????),Historical,-,mm,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,?????????????? (Intensity): ???????????????? > ???????????????? 95 - ?????????????? Flood Intensity Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_13,R99p - ????????????????????????????? (Annual contribution from extremely wet days),Forward-looking,Climate Driver,CLIMATE_DRIVER,Flood (???????),Cross-cutting (????????),Historical,-,mm,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,?????????????? (Intensity): ???????????????? > ???????????????? 99 - ?????????????? Flood Intensity Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_14,PRCPTOT - ????????????????????? (Annual contribution from wet days),Forward-looking,Climate Driver,CLIMATE_DRIVER,Flood (???????),Cross-cutting (????????),Historical,-,mm,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,?????????????? (Intensity): ?????????????????????? ? 1 mm - ?????????????? Flood Intensity Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_15,CWD - ??????????????????????????? (Consecutive Wet Days),Forward-looking,Climate Driver,CLIMATE_DRIVER,Flood (???????),Cross-cutting (????????),Historical,-,days,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,?????????????? (Duration): ???????????????????????????????? (?? ? 1 mm) - ?????????????? Flood Duration Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_16,CDD - ??????????????????????????? (Consecutive Dry Days),Forward-looking,Climate Driver,CLIMATE_DRIVER,Drought (???????),Cross-cutting (????????),Historical,-,days,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,?????????????? (Duration): ???????????????????????????????? (?? < 1 mm) - ?????????????? Drought Duration Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_17,"R10mm - ???????????????? (Heavy Precipitation Days, ? 10 mm)",Forward-looking,Climate Driver,CLIMATE_DRIVER,Flood (???????),Cross-cutting (????????),Historical,-,days,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,?????????????? (Frequency): ?????????????????? ? 10 mm - ?????????????? Flood Frequency Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_18,"R20mm - ??????????????????? (Very Heavy Precipitation Days, ? 20 mm)",Forward-looking,Climate Driver,CLIMATE_DRIVER,Flood (???????),Cross-cutting (????????),Historical,-,days,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,?????????????? (Frequency): ?????????????????? ? 20 mm - ?????????????? Flood Frequency Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_19,SPI-1 - ?????????????? 1 ????? (Standardized Precipitation Index-1),Forward-looking,Climate Driver,CLIMATE_DRIVER,Flood (???????); Drought (???????),Cross-cutting (????????),Historical,-,-,Monthly,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,?????????????? (SPI): ???? 1 ????? - SPI-1 > 1.5 ????? Flood Intensity Index; |SPI-1 < -1.5| ????? Drought Intensity Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_20,CSPI-1 - ?????????????????????? SPI-1 ??????? (Consecutive SPI-1),Forward-looking,Climate Driver,CLIMATE_DRIVER,Flood (???????); Drought (???????),Cross-cutting (????????),Historical,-,months,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,?????????????? (SPI): ????????????????????????????????? SPI-1 ? 1.5 ???? ? -1.5 - ????? Flood/Drought Duration Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_21,FSPI-1 - ?????????? SPI-1 (Frequency SPI-1),Forward-looking,Climate Driver,CLIMATE_DRIVER,Flood (???????); Drought (???????),Cross-cutting (??????),Historical,-,months,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,?????????????? (SPI): ???????????????????? SPI-1 ? 1.5 ???? ? -1.5 - ????? Flood/Drought Frequency Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_22,HI_Heat - ?????????????????????????? (Heat Hazard Index),Forward-looking,Composite Index,COMPOSITE_INDEX,Heat (?????????????),Cross-cutting (????????),Historical,-,-,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,"???????? (Composite): HI_Heat = (Heat Intensity Index + Heat Duration Index + Heat Frequency Index) / 3 ??? Heat Intensity = (TXx + TNx + DTR)/3, Heat Duration = (GSL + WSDI)/2, Heat Frequency = (TX90p + TN90p + SU35 + TR20)/4 - ??? normalize ????????? max-min ???????",Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_23,HI_Flood - ????????????????????????? (Flood Hazard Index),Forward-looking,Composite Index,COMPOSITE_INDEX,Flood (???????),Cross-cutting (????????),Historical,-,-,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,"???????? (Composite): HI_Flood = (Flood Intensity Index + Flood Duration Index + Flood Frequency Index)/3 ??? Flood Intensity = [Rx1day + Rx5day + SDII + R95p + R99p + PRCPTOT + (SPI-1>1.5)]/7, Flood Duration = [CWD + (CSPI-1>1.5)]/2, Flood Frequency = [R10mm + R20mm + (FSPI-1>1.5)]/3 - ??? normalize ????????? max-min ???????",Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_24,HI_Drought - ????????????????????????? (Drought Hazard Index),Forward-looking,Composite Index,COMPOSITE_INDEX,Drought (???????),Cross-cutting (????????),Historical,-,-,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,"???????? (Composite): HI_Drought = (Drought Intensity Index + Drought Duration Index + Drought Frequency Index)/3 ??? Drought Intensity = |SPI-1<-1.5|, Drought Duration = [CDD + (CSPI-1<-1.5)]/2, Drought Frequency = (FSPI-1<-1.5) - ??? normalize ????????? max-min ???????",Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_25,???????????????????????????????????????,Forward-looking,Vulnerability,ADAPTIVE_CAPACITY,Drought (???????); Flood (???????),Human Settlement — ???????????; Tourism — ??????????; Water — ???,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,-,Annual,National,Province,CSV,Restricted,-,-,????????: ???????????????? / ?????????????? / ???. (?????????????????/????????),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_26,????????????????????,Forward-looking,Vulnerability,SENSITIVITY,Drought (???????); Heat (?????????????),Agriculture — ?????; Water — ???,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,??./??,Annual,National,Province,CSV,Restricted,-,-,????????: ???????????????? / ??????????? (??????????? ET),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_27,?????????????????????????????????????????????????,Forward-looking,Vulnerability,ADAPTIVE_CAPACITY,Flood (???????),Natural Resources — ????????????????,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,-,Annual,National,Province,CSV,Restricted,-,-,????????: ???????????????? / ?????????? (?????????????????????????),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
DMCR,DMCR_1_1,????????????????????? (WebGIS DCCE),Forward-looking,Hazard,HAZARD_MAP,Coastal Erosion (??????????????),Coastal (???????),Historical,Up to 2025,??. / ??.??.,Annual,National,-,Shapefile / Vector; CSV; API / Web Service,Restricted,https://tcs.dmcr.go.th/dmcr/v2/router?page=dashboard,-,"????????????????????????????????????? ???????? ???????????????????????????? | ????????????????? WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx ? sheet: DMCR, ???????? 1)",Website THAILAND COASTAL SPATIAL DATABASE SYSTEM ???????????????????????????????????????????????????????????,Website,Restricted,,,,,,,,,,,,,,,,,,
DMCR,DMCR_2_1,?????????????,IMPACT (Backward-looking),Loss & Damage,LOSS_DAMAGE_RECORD,Heat (?????????????); Sea-level Rise (???????????????????),Coastal (???????); Natural Resources (????????????????),Historical,Up to 2025,??.??. / %,Annual,National,-,Shapefile / Vector; CSV; API / Web Service,Restricted,https://thailandcoralbleaching.dmcr.go.th/th/home#coral-report-scroll,-,"????????????????????????????????????????? ???????????????????????????????????????????? | ????????????????? WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx ? sheet: DMCR, ???????? 2)",Website Project to develop a system for assessing coral bleaching ???????????????????????????????????????????,Website,Restricted,,,,,,,,,,,,,,,,,,
DMCR,DMCR_3_1,??????????,Forward-looking,Hazard,ENVIRONMENT,Cross-cutting (??????),Coastal (???????); Natural Resources (????????????????),Historical,Up to 2025,??.??.,Annual,National,-,Shapefile / Vector; API / Web Service,Restricted,https://marinemap.dmcr.go.th/,-,"??????????????????????????????????? ??????????????????????????????????????? | ????????????????? WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx ? sheet: DMCR, ???????? 3)",Website GEO-INFORMATICS DATA CENTER FOR MARINE AND COASTAL ????????????????????????????????????????,Website,Restricted,,,,,,,,,,,,,,,,,,
DMCR,DMCR_3_2,????????????,Forward-looking,Hazard,ENVIRONMENT,Coastal Erosion (??????????????); Storm (????),Coastal (???????); Natural Resources (????????????????),Historical,Up to 2025,??.??. / ???,Annual,National,-,Shapefile / Vector; API / Web Service,Restricted,https://marinemap.dmcr.go.th/,-,"????????????????????? ????????????????????????????????????????????????????????????????? | ????????????????? WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx ? sheet: DMCR, ???????? 4)",Website GEO-INFORMATICS DATA CENTER FOR MARINE AND COASTAL ????????????????????????????????????????,Website,Restricted,,,,,,,,,,,,,,,,,,
DMCR,DMCR_4_1,????????????????????? (DMCR ???????),Forward-looking,Hazard,HAZARD_MAP,Coastal Erosion (??????????????),Cross-cutting (????????),Historical,-,-,-,??????????????,-,GIS (Shapefile / GeoJSON),-,https://tcs.dmcr.go.th/dmcr/v2/router?page=dashboard,-,??????????????????????????????????????????????????????????????,Website THAILAND COASTAL SPATIAL DATABASE SYSTEM ???????????????????????????????????????????????????????????,Website,Restricted,,,,,,,,,,,,,,,,,,
DMCR,DMCR_5_1,????????????????????????????,Forward-looking,Vulnerability,SENSITIVITY,Heat (?????????????),Tourism — ??????????,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,-,Annual,National,Province,CSV,Restricted,-,-,????????: ???????????????????????????? (??.) - ?????????????????,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
DMR,DMR_1_1,??????????????????????????????????????????????????,Forward-looking,Hazard,HAZARD_MAP,Landslide (???????),Cross-cutting (????????),Historical,2024,-,-,??????????,-,Shapefile; CSV,-,https://gdcatalog.go.th/dataset/gdpublish-debris_flood,-,????????????????????????????????????? ????????????? ?????????????????,Website GD Catalog ??????????????????????????????????????????????????,Website,Open,"??????????????????????????????????????????????????? ????????????? ????????????????? | ????????????????? WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx ? sheet: DMR, ???????? 1)",,,,,,,,,,,,,,,,,
DMR,DMR_2_1,??????????????????????? ????????????? ?????????????????,Forward-looking,Hazard,HAZARD_MAP,Flood (???????),Human Settlement — ???????????; Natural Resources — ????????????????; Water — ???,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,??.??.,Annual,National,Province,CSV,Restricted,-,-,????????: ??????????????? / ??. (????????????????????????????????????),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
DMR,DMR_2_2,?????????????????????????,Forward-looking,Hazard,HAZARD_MAP,Flood (???????),Water — ???,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,??.??.,Annual,National,Province,CSV,Restricted,-,-,????????: ??????????????? / ??. (????????????????????),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
DDPM,DDPM_1_1,???????????????????????,Forward-looking,Hazard,HAZARD_MAP,Flood (???????),DRR (??????????????????),Historical,2016-2025,-,Annual,National,-,Shapefile / Vector; CSV; API / Web Service,Restricted,-,-,"??????????????????????????????????????????????? | ????????????????? WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx ? sheet: DDPM, ???????? 1)",,,Restricted,,,,,,,,,,,,,,,,,,
DDPM,DDPM_2_1,???????????????????????????????? 10 ?? (10-year historical disaster occurrence data),IMPACT (Backward-looking),Disaster Record,DISASTER_RECORD,Cross-cutting (??????),Cross-cutting (????????),Historical,Unknown,??????????????; ???????????,Event-based,Mooban,Mooban,Database,Restricted,-,?????? one-way ??? ???. ? ???????; ??????????? ground-truth ???; ??? taxonomy ??? UNDRR,????? rollout ?????????? GIS reporting,????????????????????,Interview,Restricted,,,,,,,,,,,,,,,,,,
DDPM,DDPM_2_2,????????????????????????????????????????????????????? 17 ??????? (Northern Region Climate Risk Assessment),Forward-looking,Risk Metric,COMPOSITE_INDEX,Flood (???????); Landslide (???????),Cross-cutting (????????),Projected,Unknown,-,Annual,Sub-national,Sub-district,PDF Report; Shapefile,Restricted,-,????????????????????????? ??????????????? 2569,??????? index-based 10-20 ?????????,????????????????????,Interview,Restricted,,,,,,,,,,,,,,,,,,
DDPM,DDPM_2_3,????????????????????????????? (??? ???????? ??? ???) ???????????? ???. (LAO-reported damage counts),IMPACT (Backward-looking),Loss & Damage,LOSS_DAMAGE_RECORD,Flood (???????); Storm (????); Drought (???????),Agriculture (?????); Human Settlement (???????????); Cross-cutting (????????),Historical,Unknown,?????; THB,Event-based,Mooban,Mooban,Database,Restricted,-,LAO ?????????????????????????????? ????????????????? AI ???????????,????????????????????????????,????????????????????,Interview,Restricted,,,,,,,,,,,,,,,,,,
DDPM,DDPM_3_1,????????????????????????????,Forward-looking,Hazard,HAZARDOUS_EVENT,Drought (???????); Heat (?????????????),Human Settlement — ???????????; Water — ???,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,??.??.,Annual,National,Province,CSV,Restricted,-,-,????????: ???????????????????????????? (??.); ?????????????? (?????????????????????????),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
DDPM,DDPM_3_2,???????????????????????????,IMPACT (Backward-looking),Loss & Damage,LOSS_DAMAGE_RECORD,Drought (???????),Agriculture — ?????; Human Settlement — ???????????; Tourism — ??????????; Water — ???,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,????????,Annual,National,Province,CSV,Restricted,-,-,????????: ???????????????????????????? (??.) - ?????????????????????????????,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
DDPM,DDPM_3_3,????????????????????????????,Forward-looking,Hazard,HAZARDOUS_EVENT,Flood (???????),Human Settlement — ???????????; Water — ???,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,??.??.,Annual,National,Province,CSV,Restricted,-,-,????????: ??. / ???????????????????????????? (????????????????????????????),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
DDPM,DDPM_3_4,????????????????????????????????????????????,IMPACT (Backward-looking),Loss & Damage,LOSS_DAMAGE_RECORD,Flood (???????),Agriculture — ?????; Human Settlement — ???????????; Tourism — ??????????; Water — ???,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,????????,Annual,National,Province,CSV,Restricted,-,-,????????: ??. (???????????????????????????),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
DDPM,DDPM_3_5,????????????????????? ?????????????????,IMPACT (Backward-looking),Loss & Damage,LOSS_DAMAGE_RECORD,Flood (???????),Human Settlement — ???????????; Water — ???,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,???????,Annual,National,Province,CSV,Restricted,-,-,????????: ??. / ???. / ??????????????????????? (??????????????????),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
DDPM,DDPM_3_6,?????????????????????? ?????????????????,IMPACT (Backward-looking),Loss & Damage,LOSS_DAMAGE_RECORD,Flood (???????),Human Settlement — ???????????; Water — ???,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,????,Annual,National,Province,CSV,Restricted,-,-,????????: ??. / ???. / ??????????????????????? (???????????????????),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
DDPM,DDPM_3_7,???????????????????????????????????/??????????? (??? — ??????????????????),IMPACT (Backward-looking),Loss & Damage,LOSS_DAMAGE_RECORD,Drought (???????),Water — ???,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,??????,Annual,National,Province,CSV,Restricted,-,-,????????: ??. / ?????????????? (??????????????????????????????),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
DDPM,DDPM_3_8,??????????????????????????????????? ?????????????????????????????,IMPACT (Backward-looking),Loss & Damage,LOSS_DAMAGE_RECORD,Flood (???????),Water — ???,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,-,Annual,National,Province,CSV,Restricted,-,-,????????: ??. (???????????????????????????/???????????),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
DDPM,DDPM_3_9,????????????????????????????????????????????????????????????????????????????????,Forward-looking,Vulnerability,SENSITIVITY,Flood (???????),Agriculture — ?????; Water — ???,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,????,Annual,National,Province,CSV,Restricted,-,-,????????: ??. (???????????????????????????????????),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
DDPM,DDPM_3_10,?????????????????????????? (?????????????????????????????????????),Forward-looking,Hazard,HAZARD_MAP,Drought (???????),Public Health — ?????????; Tourism — ??????????,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,-,Annual,National,Province,CSV,Restricted,-,-,????????: ??. / ?????????????? (??????????????????????????),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
DDPM,DDPM_3_11,??????????????????????????????????? ???????????,IMPACT (Backward-looking),Loss & Damage,LOSS_DAMAGE_RECORD,Flood (???????),Public Health — ?????????; Tourism — ??????????,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,??????,Annual,National,Province,CSV,Restricted,-,-,????????: ??. (???????????????????????????/???????????),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
MD,MD_1_2,??????????????????,Forward-looking,Hazard,METEOROLOGICAL_OBSERVATION,Sea-level Rise (???????????????????),Cross-cutting (????????),Historical,Up to 2026,?. (????),Annual,National,-,Shapefile / Vector; CSV; API / Web Service,Restricted,http://hydro.md.go.th/,-,-,Website ?????????????? ??????????,Website,Open,-,,,,,,,,,,,,,,,,,
LDD,LDD_1_1,????????????????????,Forward-looking,Hazard,HAZARD_MAP,Flood (???????),Agriculture (?????); Water (???),Historical,2014-2019,??.??.,Annual,National,-,Shapefile / Vector; API / Web Service,Restricted,http://sql.ldd.go.th/ldddata/mapsoilH2.html,-,"??????????????????????????????????????????????? | ????????????????? WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx ? sheet: LDD, ???????? 2)",Website ???????????????????????????????,Website,Restricted,,,,,,,,,,,,,,,,,,
LDD,LDD_1_2,?????????????,Forward-looking,Hazard,ENVIRONMENT,Cross-cutting (??????),Cross-cutting (????????),Historical,2006-2020,??.??.,Annual,National,-,Shapefile / Vector; API / Web Service,Restricted,http://sql.ldd.go.th/ldddata/mapsoilB1.html,-,"???????????????????????????????????????? (Land Use/Land Cover) | ????????????????? WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx ? sheet: LDD, ???????? 3)",Website ???????????????????????????????,Website,Restricted,,,,,,,,,,,,,,,,,,
LDD,LDD_1_3,?????????????????,Forward-looking,Hazard,HAZARD_MAP,Drought (???????),Cross-cutting (????????),Historical,2014-2019,??.??.,Annual,National,Tambon,Shapefile / Vector,Restricted,http://sql.ldd.go.th/ldddata/mapsoilH3.html,-,????????????????????????????????????????????????????????????????????????????,Website ???????????????????????????????,Website,Restricted,,,,,,,,,,,,,,,,,,
LDD,LDD_2_1,??????????????????????????,Forward-looking,Hazard,HAZARD_MAP,Drought (???????); Heat (?????????????),Human Settlement — ???????????,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,??.??.,Annual,National,Province,CSV,Restricted,-,-,????????: ?????????????? (??????????????????????????); ???????????????????????????? (??.),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
LDD,LDD_2_2,???????????,Forward-looking,Exposure,EXPOSED_ASSET,Flood (???????); Heat (?????????????),Human Settlement — ???????????,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,??.??.,Annual,National,Province,CSV,Restricted,-,-,????????: ?????????????? / ??????????????????????? (???????????),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
LDD,LDD_2_3,???????????????????????????????????,Forward-looking,Exposure,EXPOSED_ASSET,Drought (???????),Agriculture — ?????,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,??.??.,Annual,National,Province,CSV,Restricted,-,-,????????: ?????????????? / ???????????????????????? (???????????????????????????????),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
LDD,LDD_2_4,??????????,Forward-looking,Vulnerability,SENSITIVITY,Drought (???????); Flood (???????),Agriculture — ?????,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,-,Annual,National,Province,CSV,Restricted,-,-,????????: ?????????????? / GISTDA (??????????),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
LDD,LDD_2_5,??????????????????,Forward-looking,Vulnerability,SENSITIVITY,Drought (???????); Flood (???????); Heat (?????????????),Agriculture — ?????,Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,??.,Annual,National,Province,CSV,Restricted,-,-,????????: ?????????????? (??????????????????),Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
