owner_org,???? Dataset ID,title,????????????? Domain,????????????????? Sub_Domain,???????????????? Data_Entity,???????????????? Related Hazards,???? Sectors,???????????? Temporal Dimension,???????? Time Period,????? Unit,??????????????????? Temporal Resolution,geo_coverage,?????????????????????? Spatial Resolution,data_format,accessible_condition,url,???????? Limitations / Gaps,???????? Remarks,data_source,???????????????? Source_Type,??????????????? Access_Level (2),???????? Remarks (2),data_type,maintainer,maintainer_email,tag_string,notes,objective,update_frequency_unit,update_frequency_interval,data_category,license_id,created_date,last_updated_date,data_support,data_collect,data_language,high_value_dataset,reference_data
DCCE,DCCE_2_1,"??????????? (GridData, historical)",Forward-looking,Climate Driver,CLIMATE_DRIVER,Drought (???????) ,Cross-cutting (????????),Historical,1981-2023,mm,Daily; Monthly,National,25 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,-,Model/Source: GridData · Variable: pr · Scenario: historical,Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_2_10,???????????????? (WRF-Chem),Forward-looking,Climate Driver,CLIMATE_DRIVER,??????? (Drought); ????? (Wildfire),Cross-cutting (????????),Historical; Projected,1981-2014 (historical); 2015-2099 (ssp585),%,Daily; Monthly,National,25 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,??????? ssp585,Model/Source: WRF-Chem · Variable: hurs,Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_2_11,"??????????? (RegCM5, EC-Earth3-Veg)",Forward-looking,Climate Driver,CLIMATE_DRIVER,??????? (Flood); ??????? (Drought),Cross-cutting (????????),Historical; Projected,1960-2014 (historical); 2015-2099 (ssp245); 2015-2099 (ssp585),mm,Daily; Monthly,National,25 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,-,Model/Source: RegCM5(Driving Model: EC-Earth3-Veg) · Variable: pr,Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_2_12,"?????????????? (RegCM5, EC-Earth3-Veg)",Forward-looking,Climate Driver,CLIMATE_DRIVER,????????????? (Heat); ??????? (Drought),Cross-cutting (????????),Historical; Projected,1960-2014 (historical); 2015-2099 (ssp245); 2015-2099 (ssp585),°C,Daily; Monthly,National,25 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,-,Model/Source: RegCM5 (EC-Earth3-Veg) · Variable: tasmax,Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_2_13,"?????????????? (RegCM5, EC-Earth3-Veg)",Forward-looking,Climate Driver,CLIMATE_DRIVER,????????????? (Cold spell); ????????????? (Heat),Cross-cutting (????????),Historical; Projected,1960-2014 (historical); 2015-2099 (ssp245); 2015-2099 (ssp585),°C,Daily; Monthly,National,25 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,-,Model/Source: RegCM5 (EC-Earth3-Veg) · Variable: tasmin,Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_2_14,"?????????????? (RegCM5, EC-Earth3-Veg)",Forward-looking,Climate Driver,CLIMATE_DRIVER,Multi-hazard,Cross-cutting (????????),Historical; Projected,1960-2014 (historical); 2015-2099 (ssp245); 2015-2099 (ssp585),°C,Daily; Monthly,National,25 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,-,Model/Source: RegCM5 (EC-Earth3-Veg) · Variable: tas,Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_2_15,"???????????????? (RegCM5, EC-Earth3-Veg)",Forward-looking,Climate Driver,CLIMATE_DRIVER,??????? (Drought); ????? (Wildfire),Cross-cutting (????????),Historical; Projected,1960-2014 (historical); 2015-2099 (ssp245); 2015-2099 (ssp585),%,Daily; Monthly,National,25 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,-,Model/Source: RegCM5 (EC-Earth3-Veg) · Variable: hurs,Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_2_16,"??????????? (Statistical Downscaling, CMIP6)",Forward-looking,Climate Driver,CLIMATE_DRIVER,??????? (Flood); ??????? (Drought),Cross-cutting (????????),Historical; Projected,1981-2014 (historical); 2015-2100 (ssp245); 2015-2100 (ssp585),mm,Daily; Monthly,National,5 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,-,Model/Source: Statistical Downscaling??? CMIP6 GCMs (ACCESS-CM2; MIROC6; MPI-ESM1-2) · Variable: pr,Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_2_17,"?????????????? (Statistical Downscaling, CMIP6)",Forward-looking,Climate Driver,CLIMATE_DRIVER,????????????? (Heat); ??????? (Drought),Cross-cutting (????????),Historical; Projected,1981-2014 (historical); 2015-2100 (ssp245); 2015-2100 (ssp585),°C,Daily; Monthly,National,5 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,-,Model/Source: Statistical Downscaling(ACCESS-CM2; MIROC6; MPI-ESM1-2) · Variable: tasmax,Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_2_18,"?????????????? (Statistical Downscaling, CMIP6)",Forward-looking,Climate Driver,CLIMATE_DRIVER,????????????? (Cold spell); ????????????? (Heat),Cross-cutting (????????),Historical; Projected,1981-2014 (historical); 2015-2100 (ssp245); 2015-2100 (ssp585),°C,Daily; Monthly,National,5 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,-,Model/Source: Statistical Downscaling(ACCESS-CM2; MIROC6; MPI-ESM1-2) · Variable: tasmin,Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_2_19,"?????????????? (Statistical Downscaling, CMIP6)",Forward-looking,Climate Driver,CLIMATE_DRIVER,Multi-hazard,Cross-cutting (????????),Historical; Projected,1981-2014 (historical); 2015-2100 (ssp245); 2015-2100 (ssp585),°C,Daily; Monthly,National,5 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,SD ??????????? Relative Humidity (hurs),Model/Source: Statistical Downscaling(ACCESS-CM2; MIROC6; MPI-ESM1-2) · Variable: tas,Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_2_2,"?????????????? (GridData, historical)",Forward-looking,Climate Driver,CLIMATE_DRIVER,Drought (???????) ,Cross-cutting (????????),Historical,1981-2023,°C,Daily; Monthly,National,25 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,-,Model/Source: GridData · Variable: tasmax · Scenario: historical,Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_2_3,"?????????????? (GridData, historical)",Forward-looking,Climate Driver,CLIMATE_DRIVER,Drought (???????) ,Cross-cutting (????????),Historical,1981-2023,°C,Daily; Monthly,National,25 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,-,Model/Source: GridData · Variable: tasmin · Scenario: historical,Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_2_4,"?????????????? (GridData, historical)",Forward-looking,Climate Driver,CLIMATE_DRIVER,Drought (???????) ,Cross-cutting (????????),Historical,1981-2023,°C,Daily; Monthly,National,25 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,-,Model/Source: GridData · Variable: tas · Scenario: historical,Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_2_5,"???????????????? (GridData, historical)",Forward-looking,Climate Driver,CLIMATE_DRIVER,??????? (Drought); ????? (Wildfire),Cross-cutting (????????),Historical,1981-2023,%,Daily; Monthly,National,25 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,-,Model/Source: GridData · Variable: hurs · Scenario: historical,Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_2_6,"??????????? (WRF-Chem, CMIP6 bias-corrected)",Forward-looking,Climate Driver,CLIMATE_DRIVER,??????? (Flood); ??????? (Drought),Cross-cutting (????????),Historical; Projected,1981-2014 (historical); 2015-2099 (ssp585),mm,Daily; Monthly,National,25 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,??????? ssp585,"Model/Source: WRF-Chem(driven by CMIP6 GCMs, Bias-Corrected) · Variable: pr",Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_2_7,?????????????? (WRF-Chem),Forward-looking,Climate Driver,CLIMATE_DRIVER,????????????? (Heat); ??????? (Drought),Cross-cutting (????????),Historical; Projected,1981-2014 (historical); 2015-2099 (ssp585),°C,Daily; Monthly,National,25 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,??????? ssp585,Model/Source: WRF-Chem · Variable: tasmax,Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_2_8,?????????????? (WRF-Chem),Forward-looking,Climate Driver,CLIMATE_DRIVER,????????????? (Cold spell); ????????????? (Heat),Cross-cutting (????????),Historical; Projected,1981-2014 (historical); 2015-2099 (ssp585),°C,Daily; Monthly,National,25 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,??????? ssp585,Model/Source: WRF-Chem · Variable: tasmin,Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_2_9,?????????????? (WRF-Chem),Forward-looking,Climate Driver,CLIMATE_DRIVER,Multi-hazard,Cross-cutting (????????),Historical; Projected,1981-2014 (historical); 2015-2099 (ssp585),°C,Daily; Monthly,National,25 km (Grid),NetCDF,Restricted,https://clim-webbased.dcce.go.th/DataServices,??????? ssp585,Model/Source: WRF-Chem · Variable: tas,Website Climate Data Visualization,Website,Restricted,,,,,,,,,,,,,,,,,,
DCCE,DCCE_3_1,???????????????????????????????????????????,Forward-looking,Composite Index,COMPOSITE_INDEX,Cross-cutting (??????),Agriculture (?????),Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,,,National,Province,CSV,Open,https://ccic.dcce.go.th/riskarea,??????? ssp585 ??? ssp245,??????????? Hazard × Exposure × Vulnerability ??????????,Website ?????????????????????????????????????????????????,Website,Open,,,,,,,,,,,,,,,,,,
DCCE,DCCE_3_2,??????????????????????????,Forward-looking,Composite Index,COMPOSITE_INDEX,Cross-cutting (??????),Water (???),Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2101,,,National,Province,CSV,Open,https://ccic.dcce.go.th/riskarea,??????? ssp585 ??? ssp246,??????????? Hazard × Exposure × Vulnerability ??????????,Website ?????????????????????????????????????????????????,Website,Open,,,,,,,,,,,,,,,,,,
DCCE,DCCE_3_3,???????????????????????????????????????????????,Forward-looking,Composite Index,COMPOSITE_INDEX,Cross-cutting (??????),Human Settlement (???????????),Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2102,Index (0-1),Annual,National,Province,CSV,Open,https://ccic.dcce.go.th/riskarea,??????? ssp585 ??? ssp247,??????????? Hazard × Exposure × Vulnerability ??????????,Website ?????????????????????????????????????????????????,Website,Open,,,,,,,,,,,,,,,,,,
DCCE,DCCE_3_4,???????????????????????????,Forward-looking,Composite Index,COMPOSITE_INDEX,Cross-cutting (??????),Tourism (??????????),Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2103,Index (0-1),Annual,National,Province,CSV,Open,https://ccic.dcce.go.th/riskarea,??????? ssp585 ??? ssp248,??????????? Hazard × Exposure × Vulnerability ??????????,Website ?????????????????????????????????????????????????,Website,Open,,,,,,,,,,,,,,,,,,
DCCE,DCCE_3_5,????????????????????????????????????????????,Forward-looking,Composite Index,COMPOSITE_INDEX,Cross-cutting (??????),Natural Resources (????????????????),Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2104,Index (0-1),Annual,National,Province,CSV,Open,https://ccic.dcce.go.th/riskarea,??????? ssp585 ??? ssp249,??????????? Hazard × Exposure × Vulnerability ??????????,Website ?????????????????????????????????????????????????,Website,Open,,,,,,,,,,,,,,,,,,
DCCE,DCCE_3_6,???????????????????????,Forward-looking,Composite Index,COMPOSITE_INDEX,Cross-cutting (??????),Public Health (?????????),Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2105,Index (0-1),Annual,National,Province,CSV,Open,https://ccic.dcce.go.th/riskarea,??????? ssp585 ??? ssp250,??????????? Hazard × Exposure × Vulnerability ??????????,Website ?????????????????????????????????????????????????,Website,Open,,,,,,,,,,,,,,,,,,
DCCE,DCCE_3_7,??????????????,Forward-looking,Climate Driver,CLIMATE_DRIVER,Cross-cutting (??????),Cross-cutting (????????),Historical; Projected,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2106,Index,Annual,National,Province,CSV,Open,https://ccic.dcce.go.th/riskarea,??????? ssp585 ??? ssp251,"??????????????????????? (T, P) ?????? screening ??????????",Website ?????????????????????????????????????????????????,Website,Open,,,,,,,,,,,,,,,,,,
GISTDA,GISTDA_1_1,?????????????????????????? (??????) ?????? 365 ??? v1.2,Forward-looking,Hazard,SATELLITE_OBSERVATION,Wildfire (?????),,Natural Resources (????????????????),2025-2026,??.??.,Annual,National,-,API / Web Service,Open,https://api-gateway.gistda.or.th/gi-service/v1.2/disasters/burnt-area-latest-365,-,"API endpoint: /gi-service/v1.2/disasters/burnt-area-latest-365 | tags: gi-services, disasters, burnt area, opendata, Fire | ????????????: 30 ??.?. 2569",Website Gistda Gateway,Website,Open,-,Historical,,,,,,,,,,,,,,,,
GISTDA,GISTDA_1_10,?????????????????????????????????? (40 ????) v2.2,Forward-looking,Exposure,EXPOSED_ASSET,Cross-cutting (??????),,Agriculture (?????),2025,??.??.,Bi-weekly,National,40 m (Grid),API / Web Service,Open,https://api-gateway.gistda.or.th/gi-service/v2.2/agriculture/rice-weekly-40m,-,"API endpoint: /gi-service/v2.2/agriculture/rice-weekly-40m | tags: gi-services, opendata, agriculture, rice, weekly, 40m | ???? ????????????? | ?????????????: 11 ?.?. 2568",Website Gistda Gateway,Website,Open,-,Historical,,,,,,,,,,,,,,,,
GISTDA,GISTDA_1_2,?????????????????????????? (??????) v1.2,Forward-looking,Hazard,SATELLITE_OBSERVATION,Wildfire (?????),,Natural Resources (????????????????),2025,??.??.,Event-based,National,-,API / Web Service,Open,https://api-gateway.gistda.or.th/gi-service/v1.2/disasters/burnt-area-latest,-,"API endpoint: /gi-service/v1.2/disasters/burnt-area-latest | tags: gi-services, disasters, burnt area, opendata, Fire | ????????????: 24 ?.?. 2568",Website Gistda Gateway,Website,Open,-,Historical,,,,,,,,,,,,,,,,
GISTDA,GISTDA_1_3,???????????????????????????????????????????? 6 ????????????????????? v1.1,Forward-looking,Exposure,EXPOSED_ASSET,Cross-cutting (??????),,Agriculture (?????),2025,??.??.,Annual,Sub-national,-,API / Web Service,Open,https://api-gateway.gistda.or.th/gi-service/v1.1/agriculture/crop-suitability,-,"API endpoint: /gi-service/v1.1/agriculture/crop-suitability | tags: gi-services, opendata, agriculture, crop, suitability | ??????????? 6 ???? | ????????????: 11 ?.?. 2568",Website Gistda Gateway,Website,Open,-,Historical,,,,,,,,,,,,,,,,
GISTDA,GISTDA_1_4,???????????????????????????? 6 ????????????????????? v2.2,Forward-looking,Exposure,EXPOSED_ASSET,Cross-cutting (??????),,Agriculture (?????),2025,??.??.,Annual,Sub-national,40 m (Grid),API / Web Service,Open,https://api-gateway.gistda.or.th/gi-service/v2.2/agriculture/check-crop,-,"API endpoint: /gi-service/v2.2/agriculture/check-crop | tags: gi-services, opendata, agriculture, crop, 40m | ?????????????????? 6 ???? | ????????????: 11 ?.?. 2568",Website Gistda Gateway,Website,Open,-,Historical,,,,,,,,,,,,,,,,
GISTDA,GISTDA_1_5,????????????????????????????????? (40 ????) v2.2,Forward-looking,Exposure,EXPOSED_ASSET,Cross-cutting (??????),,Agriculture (?????),2025,??.??.,Annual,National,40 m (Grid),API / Web Service,Open,https://api-gateway.gistda.or.th/gi-service/v2.2/agriculture/palm-yearly-40m,-,"API endpoint: /gi-service/v2.2/agriculture/palm-yearly-40m | tags: gi-services, opendata, agriculture, palm, 40m | ????? | ????????????: 11 ?.?. 2568",Website Gistda Gateway,Website,Open,-,Historical,,,,,,,,,,,,,,,,
GISTDA,GISTDA_1_6,????????????????????????????? (40 ????) v2.2,Forward-looking,Exposure,EXPOSED_ASSET,Cross-cutting (??????),,Agriculture (?????),2025,??.??.,Annual,National,40 m (Grid),API / Web Service,Open,https://api-gateway.gistda.or.th/gi-service/v2.2/agriculture/rubber-yearly-40m,-,"API endpoint: /gi-service/v2.2/agriculture/rubber-yearly-40m | tags: gi-services, opendata, agriculture, rubber, 40m | ??????? ????? | ????????????: 11 ?.?. 2568",Website Gistda Gateway,Website,Open,-,Historical,,,,,,,,,,,,,,,,
GISTDA,GISTDA_1_7,?????????????????????????????????? (40 ????) v2.2,Forward-looking,Exposure,EXPOSED_ASSET,Cross-cutting (??????),,Agriculture (?????),2025,??.??.,Bi-weekly,National,40 m (Grid),API / Web Service,Open,https://api-gateway.gistda.or.th/gi-service/v2.2/agriculture/sugarcane-weekly-40m,-,"API endpoint: /gi-service/v2.2/agriculture/sugarcane-weekly-40m | tags: gi-services, opendata, agriculture, sugarcane, weekly, 40m | ???? ????????????? | ????????????: 11 ?.?. 2568",Website Gistda Gateway,Website,Open,-,Historical,,,,,,,,,,,,,,,,
GISTDA,GISTDA_1_8,????????????????????????????????????????? (40 ????) v2.2,Forward-looking,Exposure,EXPOSED_ASSET,Cross-cutting (??????),,Agriculture (?????),2025,??.??.,Bi-weekly,National,40 m (Grid),API / Web Service,Open,https://api-gateway.gistda.or.th/gi-service/v2.2/agriculture/cassava-weekly-40m,-,"API endpoint: /gi-service/v2.2/agriculture/cassava-weekly-40m | tags: gi-services, opendata, agriculture, cassava, weekly, 40m | ??????????? ????????????? | ????????????: 11 ?.?. 2568",Website Gistda Gateway,Website,Open,-,Historical,,,,,,,,,,,,,,,,
GISTDA,GISTDA_1_9,????????????????????????????????????? (40 ????) v2.2,Forward-looking,Exposure,EXPOSED_ASSET,Cross-cutting (??????),,Agriculture (?????),2025,??.??.,Bi-weekly,National,40 m (Grid),API / Web Service,Open,https://api-gateway.gistda.or.th/gi-service/v2.2/agriculture/maize-weekly-40m,-,"API endpoint: /gi-service/v2.2/agriculture/maize-weekly-40m | tags: gi-services, opendata, agriculture, maize, weekly, 40m | ??????? ????????????? | ????????????: 11 ?.?. 2568",Website Gistda Gateway,Website,Open,-,Historical,,,,,,,,,,,,,,,,
GISTDA,GISTDA_2_1,?????????????????????? (SST),Forward-looking,Climate Driver,CLIMATE_DRIVER,Multi-hazard,,Cross-cutting (????????),Up to 2026,°C,Daily,National,0.85 km (Grid),NetCDF,Open,https://portal.marineportal.gistda.or.th/catalogue/#/,-,??????????????????????????????????? Suomi-NPP/NOAA-20 ???? VIIRS,Website Marine GI Portal ??????????????????????????????????????????????,Website,Open,,Historical,,,,,,,,,,,,,,,,
GISTDA,GISTDA_2_2,?????????????????? (Nighttime Light),Forward-looking,Exposure,EXPOSED_ASSET,Cross-cutting (??????),,Human Settlement (???????????),2016-2025,nW/cm²/sr,Annual,National,-,Shapefile,Open,https://portal.marineportal.gistda.or.th/catalogue/#/,,"???????????????????????????????????????????? ??????? proxy ?????????????????? | ????????????????? WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx ? sheet: GISTDA, ???????? 4)",Website Marine GI Portal ??????????????????????????????????????????????,Website,Open,,Historical,,,,,,,,,,,,,,,,
GISTDA,GISTDA_3_1,???????????????????????????????,Forward-looking,Hazard,SATELLITE_OBSERVATION,Flood (???????),,Cross-cutting (????????),2022-2025,??.??.,Event-based,National,Sub-district,Shapefile,Open,https://disaster.gistda.or.th/services/download,???????????????????????,????????????????????????????????????????????????????????????????????????????????,Website Disaster Platform ?????????????????????????????????????????????????,Website,Open,,Historical,,,,,,,,,,,,,,,,
GISTDA,GISTDA_3_2,?????????????????,Forward-looking,Hazard,SATELLITE_OBSERVATION,Flood (???????),,Cross-cutting (????????),2022-2026,???,Event-based,National,Sub-district,Shapefile,Open,https://disaster.gistda.or.th/services/download,???????????????????????,,Website Disaster Platform ?????????????????????????????????????????????????,Website,Open,,Historical,,,,,,,,,,,,,,,,
GISTDA,GISTDA_3_3,????????????? (Soil Moisture Active Passive : SMAP),Forward-looking,Hazard,SATELLITE_OBSERVATION,Drought (???????),,Cross-cutting (????????),2023-2026,-,Weekly,National,Tambon,Image; CSV,Open,https://disaster.gistda.or.th/services/download,???????????????????????,,Website Disaster Platform ?????????????????????????????????????????????????,Website,Open,,Historical,,,,,,,,,,,,,,,,
GISTDA,GISTDA_4_1,???????????????,Forward-looking,Hazard,SATELLITE_OBSERVATION,Multi-hazard,,Cross-cutting (????????),2017-2025,-,Daily; Monthly,National,2 m (Grid),NetCDF,Open,https://datacube.gistda.or.th/,-,-,Website GISTDA DATA CUBE,Website,Open,,Historical,,,,,,,,,,,,,,,,
GISTDA,GISTDA_5_1,????????????????????,Forward-looking,Hazard,HAZARD_MAP,Flood (???????),,Agriculture — ?????; Human Settlement — ???????????; Tourism — ??????????; Water — ???,1960-2014; 2015-2040; 2041-2060; 2061-2080; 2081-2100,??.??.,Annual,National,Province,CSV,Restricted,-,-,,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,Historical; Projected,,,,,,,,,,,,,,,,
TMD,TMD_1_1,???????????? 1 ??????? (P1H),Forward-looking,Climate Driver,CLIMATE_DRIVER,??????? (Flood),Cross-cutting (????????),Forecast,3 days,mm,Hourly,National,3 km (Grid),PNG / Image,Open,https://hpc.tmd.go.th/imgda,??????????????????????,"WRF model output, Domain 2",Website ?????????????????????????? ???????????????,Website,Open,,,,,,,,,,,,,,,,,,
TMD,TMD_1_2,???????????? 24 ??????? (P24H),Forward-looking,Climate Driver,CLIMATE_DRIVER,Flood (???????); Landslide (???????),Cross-cutting (????????),Forecast,3 days,mm,Daily,National,3 km (Grid),PNG / Image,Open,https://hpc.tmd.go.th/imgda,??????????????????????,"WRF model output, Domain 2",Website ?????????????????????????? ???????????????,Website,Open,,,,,,,,,,,,,,,,,,
TMD,TMD_1_3,?????????????????????????????? (PRMSL),Forward-looking,Climate Driver,CLIMATE_DRIVER,Storm (????),Cross-cutting (????????),Forecast,3 days,hPa,Sub-daily,National,3 km (Grid),PNG / Image,Open,https://hpc.tmd.go.th/imgda,??????????????????????,"WRF model output, Domain 2",Website ?????????????????????????? ???????????????,Website,Open,,,,,,,,,,,,,,,,,,
TMD,TMD_1_4,???????????????? (RHUM),Forward-looking,Climate Driver,CLIMATE_DRIVER,Drought (???????); Wildfire (?????),Cross-cutting (????????),Forecast,3 days,%,Sub-daily,National,3 km (Grid),PNG / Image,Open,https://hpc.tmd.go.th/imgda,??????????????????????,"WRF model output, Domain 2",Website ?????????????????????????? ???????????????,Website,Open,,,,,,,,,,,,,,,,,,
TMD,TMD_1_5,??????????????? ???????? 2 ???? (T2M),Forward-looking,Climate Driver,CLIMATE_DRIVER,Heat (?????????????); Drought (???????),Cross-cutting (????????),Forecast,3 days,°C,Sub-daily,National,3 km (Grid),PNG / Image,Open,https://hpc.tmd.go.th/imgda,??????????????????????,"WRF model output, Domain 2; T at 2m AGL",Website ?????????????????????????? ???????????????,Website,Open,,,,,,,,,,,,,,,,,,
TMD,TMD_1_6,??????? 10 ???? (W10M),Forward-looking,Climate Driver,CLIMATE_DRIVER,Storm (????),Cross-cutting (????????),Forecast,3 days,m/s,Sub-daily,National,3 km (Grid),PNG / Image,Open,https://hpc.tmd.go.th/imgda,??????????????????????,"WRF model output, Domain 2; wind at 10m AGL",Website ?????????????????????????? ???????????????,Website,Open,,,,,,,,,,,,,,,,,,
TMD,TMD_5_1,????????????? (Heat index) — WebGIS DCCE,Forward-looking,Climate Driver,CLIMATE_DRIVER,Heat (?????????????),Public Health (?????????),Historical,Unknown,°C,Annual,National,-,Shapefile / Vector; CSV; API / Web Service,Restricted,https://data.tmd.go.th/dataset/index.php,??????????????????? - ????????????,"????????????????????????????????????????????????????????? ????????????????????????????????????????? | ????????????????? WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx ? sheet: TMD, ???????? 1)",Website Open Data of TMD ???????????????????????????????????,Website,Open,,,,,,,,,,,,,,,,,,
TMD,TMD_4_1,??????????? — WebGIS DCCE (???????????????),Forward-looking,Hazard,HAZARDOUS_EVENT,Storm (????),DRR (??????????????????),Historical,Unknown,-,Annual,National,-,Shapefile / Vector; CSV; API / Web Service,Restricted,https://www.tmd.go.th/climate/climateStat/TropicalCyclone,??????????????????? - ????????????,"??????????????????????????????????????????????????? | ????????????????? WebGIS DCCE 19/01/2026 (1_Data_WebGIS_DCCE_20260119.xlsx ? sheet: TMD, ???????? 2)",Website ????????????????????,Website,Open,,,,,,,,,,,,,,,,,,
TMD,TMD_2_1,????????????? (Heat index) — ?????,Forward-looking,Hazard,METEOROLOGICAL_OBSERVATION,Heat (?????????????),Cross-cutting (????????),Projected,2014-2019,-,-,National,Province,Image,Open,http://www.rnd.tmd.go.th/heatindexanalysis/,-,Heat index,Website Heat Index Analysis ????????????????????????????,Website,Open,,,,,,,,,,,,,,,,,,
TMD,TMD_3_1,??????????? — ??????????????????,Forward-looking,Hazard,HAZARDOUS_EVENT,Storm (????),Cross-cutting (????????),Historical,-,-,-,??????????,-,GIS (Shapefile / GeoJSON),-,https://www.tmd.go.th/storms,-,??????????????????,Website ???????????,Website,Open,,,,,,,,,,,,,,,,,,
TMD,TMD_6_1,TXx - ????????????????????????????????????? (Max Tmax),Forward-looking,Climate Driver,CLIMATE_DRIVER,Heat (?????????????),Cross-cutting (????????),Historical,-,°C,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,???????????????????? (Intensity): Warmest daily maximum temperature - ?????????????? Heat Intensity Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_2,TNx - ????????????????????????????????????? (Max Tmin),Forward-looking,Climate Driver,CLIMATE_DRIVER,Heat (?????????????),Cross-cutting (????????),Historical,-,°C,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,???????????????????? (Intensity): Warmest daily minimum temperature - ?????????????? Heat Intensity Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_3,GSL - ???????????????????????? (Growing Season Length),Forward-looking,Climate Driver,CLIMATE_DRIVER,Heat (?????????????),Agriculture (?????),Historical,-,days,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,???????????????????? (Duration): ??????????????????????????????? Tmean > 5°C ?????? 6 ??? ?????????????? Tmean < 5°C ?????? 6 ??? - ?????????????? Heat Duration Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
TMD,TMD_6_4,WSDI - ?????????????????????????? (Warm Spell Duration Indicator),Forward-looking,Climate Driver,CLIMATE_DRIVER,Heat (?????????????),Cross-cutting (????????),Historical,-,days,Annual,National,Unknown,Unknown,Restricted,-,???????????????????????????? DCCE,???????????????????? (Duration): ?????????????????? Tmax > ???????????????? 90 ?????????????????? 6 ??? - ?????????????? Heat Duration Index,Report ????????????????????????????????????????????????????????????????????????????????????????????????,Report,Restricted,,,,,,,,,,,,,,,,,,
